merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH5570,"Sahni, Bala And Sharma",5999,Miscellaneous Retail,Individual,Delhi,Delhi,2025-11-28 06:01:37,,SUSPENDED,1506.33
MCH5328,Dhaliwal Inc,5812,Restaurants & Dining,Private Limited,Kolkata,West Bengal,2025-04-19 00:00:00,,ACTIVE,375.06
MCH2408,"Kumar, Din And Sule",5999,Miscellaneous Retail,Sole Proprietorship,Bengaluru,Karnataka,,,ACTIVE,2001.55
MCH9448,"Sant, Manda And Khurana",5699,Apparel & Clothing,Partnership,Jalandhar,Punjab,2023-10-08 00:00:00,XXXX3103,INACTIVE,522.0
MCH9463,Boase And Sons,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-06-01 16:04:50,8867615299,ACTIVE,835.0
MCH5882,"Barad, Kara And Gokhale",4814,Telecommunication Services,Sole Proprietorship,Chennai,Tamil Nadu,2024-09-25 00:00:00,8200004171,INACTIVE,626.5
MCH5072,Shroff-Sangha,5999,Miscellaneous Retail,Private Limited,Jaipur,Rajasthan,2024-12-08 00:00:00,XXXX4443,ACTIVE,3955.29
MCH2817,Keer And Sons,5999,Miscellaneous Retail,Private Limited,Ludhiana,Punjab,2025-05-19 00:00:00,XXXX7166,INACTIVE,2074.28
MCH7403,"Naik, Badami And Raj",5311,Department Stores,Sole Proprietorship,Poona,Maharashtra,,,ACTIVE,1191.42
MCH8984,Sharma Group,5812,Restaurants & Dining,Private Limited,Ludhiana,Punjab,2023-06-21 00:00:00,,ACTIVE,590.58
MCH8915,Sur Ltd,5812,Restaurants & Dining,Individual,Mumbay,Maharashtra,2025-04-08 21:08:00,2079428373,INACTIVE,665.18
MCH6109,Sampath Ltd,4814,Telecommunication Services,Individual,Ldh,Punjab,2026-01-15 23:34:00,6737069990,ACTIVE,399.08
MCH9193,Shroff Inc,5411,Grocery Stores,Sole Proprietorship,Jalandhar,Punjab,2023-02-10 00:00:00,,ACTIVE,804.73
MCH7548,Kalla Llc,5411,Grocery Stores,Individual,Bengaluru,Karnataka,2024-05-26 00:00:00,JVRD8475866858020,ACTIVE,3106.71
MCH7196,Kurian-Trivedi,4814,Telecommunication Services,Partnership,Jaipur,Rajasthan,2023-06-09 00:00:00,,ACTIVE,1000.33
MCH5182,"Kadakia, Raman And Badal",4131,Transportation,Sole Proprietorship,Amritsar,Punjab,2023-07-15 00:00:00,5073008487,INACTIVE,932.0
MCH4839,Sura-Mall,4131,Transportation,Private Limited,Ludhiana,Punjab,2025-12-08 00:00:00,,ACTIVE,682.13
MCH4369,"Gupta,Maneandbhasin",5812,Restaurants & Dining,Individual,Hyderabad,Telangana,2025-03-03 00:00:00,,ACTIVE,950.76
MCH3333,Dada Plc,5999,Miscellaneous Retail,Private Limited,Mumbai,Maharashtra,2024-03-18 00:00:00,,ACTIVE,668.0
MCH9278,Pant Plc,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-06-25 23:31:00,MCZF8391507084286,ACTIVE,822.0
MCH6315,Prabhakar-Soman,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,,XXXX3336,ON_HOLD,341.33
MCH7305,Iyer-Nagi,5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2023-08-23 00:00:00,,ACTIVE,1967.89
MCH6024,Thakkar-Kunda,5411,Grocery Stores,Sole Proprietorship,Chennai,Tamil Nadu,2025-05-14 00:00:00,,ACTIVE,1751.16
MCH7912,Sarma-Arya,5699,Apparel & Clothing,Private Limited,Lucknow,Uttar Pradesh,2025-01-01 00:00:00,ZNNS3870382152945,ACTIVE,1318.64
MCH6660,N0Ri Gr0Up,4814,Telecommunication Services,Sole Proprietorship,Chennai,Tamil Nadu,2023-05-26 00:00:00,XXXX4499,ACTIVE,3030.0
MCH8809,"Doshi, Ghose And Amble",5411,Grocery Stores,Individual,Mumbai,Maharashtra,,,ACTIVE,3965.67
MCH7600,Panchal Ltd,5912,Pharmacies & Healthcare,Individual,Lucknow,Uttar Pradesh,2023-10-13 00:00:00,,ACTIVE,1148.2
MCH5498,"Gera, Narayan And Sankaran",5311,Department Stores,Partnership,Kolkata,West Bengal,2025-10-11 00:00:00,8296349363,ACTIVE,849.49
MCH5923,"Banik, Yogi And Seth",4814,Telecommunication Services,Individual,Delhi,Delhi,,CKTY3945451387681,INACTIVE,378.2
MCH6450,"Goel, Madan And Gola",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-10-15 00:00:00,,SUSPENDED,855.0
MCH6822,"Sankar, Deol And Goswami",4814,Telecommunication Services,Sole Proprietorship,Jaipur,Rajasthan,2025-03-31 00:00:00,XXXX2270,INACTIVE,1194.99
MCH5995,Bassi Ltd,5812,Restaurants & Dining,Private Limited,Lucknow,Uttar Pradesh,2024-02-01 00:00:00,XXXX5294,ACTIVE,2631.68
MCH5879,"Sridhar, Sani And Ma11",4814,Telecommunication Services,Individual,Hyderabad,Telangana,2025-12-30 20:57:31,XXXX4907,ACTIVE,3624.48
MCH4682,Chaudry Llc,4131,Transportation,Individual,Hyderabad,Telangana,2024-01-28 10:50:34,,ACTIVE,1772.5
MCH1261,"Cheema, Savant And Bakshi",5311,Department Stores,Sole Proprietorship,Ludhiana,Punjab,2024-06-03 00:00:00,EXGQ1328686965867,INACTIVE,
MCH2964,Bala-Sarkar,4814,Telecommunication Services,Individual,Jalandhar,Punjab,2025-06-20 00:00:00,4343067882,ACTIVE,1298.45
MCH5362,"Kunda, Tiwari And Nagi",5912,Pharmacies & Healthcare,Private Limited,Jaipur,Rajasthan,2024-08-09 20:44:38,,INACTIVE,1922.99
MCH5285,"Yadav, Dhawan And Bahri",5311,Department Stores,Individual,Bengaluru,Karnataka,2025-08-03 00:00:00,XXXX3759,ACTIVE,220.0
MCH3998,"Krish, Tak And Peri",4814,Telecommunication Services,Partnership,Ludhiana,Punjab,2023-08-16 00:00:00,,ACTIVE,1019.25
MCH4926,Shankar Ltd,5812,Restaurants & Dining,Individual,Hyderabad,Telangana,2024-12-28 03:14:33,6804229881,ACTIVE,
MCH9424,Sur-Bajaj,5311,Department Stores,Sole Proprietorship,Bengaluru,Karnataka,2025-04-18 00:00:00,XXXX3219,ACTIVE,1902.79
MCH7504,Balay Plc,7011,Hotels & Lodging,Individual,Chennai,Tamil Nadu,2025-10-24 10:34:44,1818420938,ACTIVE,1030.01
MCH9769,"Kota, Dara And Sarin",4131,Transportation,Partnership,Ludhiana,Punjab,2025-05-22 00:00:00,XXXX8418,ACTIVE,2120.25
MCH2504,Mittal Ltd,5999,Miscellaneous Retail,Individual,Pune,Maharashtra,2024-12-29 00:00:00,XXXX5857,INACTIVE,1689.96
MCH8484,"Grover, Swamy And Johal",5912,Pharmacies & Healthcare,Private Limited,Kolkata,West Bengal,2023-08-17 22:00:16,,SUSPENDED,1273.08
MCH3023,Arora Llc,7011,Hotels & Lodging,Individual,Bengaluru,Karnataka,2025-03-02 00:00:00,,INACTIVE,1722.88
MCH4106,Dey And Sons,5411,Grocery Stores,Private Limited,Hyderabad,Telangana,2026-01-31 00:00:00,XXXX0072,ACTIVE,4216.77
MCH6059,Bhargava Plc,7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2025-07-16 00:00:00,XXXX7802,ON_HOLD,333.57
MCH4801,Bhargava-Basak,5311,Department Stores,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-11-18 06:19:46,XXXX3111,ACTIVE,2920.36
MCH3418,Parsa-Parikh,5912,Pharmacies & Healthcare,Partnership,Hyderabad,Telangana,2024-07-15 00:00:00,CWGO5653761986608,ACTIVE,8725.31
MCH6448,Pal Llc,4814,Telecommunication Services,Partnership,Mumbai,Maharashtra,2024-09-07 00:00:00,XXXX5021,ACTIVE,1680.84
MCH6052,Nayak-Wadhwa,5912,Pharmacies & Healthcare,Private Limited,Jaipur,Rajasthan,2023-07-12 00:00:00,XXXX8602,ACTIVE,600.38
MCH6923,"Kumar, Hayre And Grover",5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-03-12 00:00:00,RIOW5493044350343,INACTIVE,937.24
MCH1075,Lala Plc,4814,Telecommunication Services,Individual,Pune,Maharashtra,2024-06-01 00:00:00,IPNE1576095102770,SUSPENDED,1162.41
MCH7749,"Dhaliwal, Chaudhari And Lad",4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2023-03-28 01:45:50,,ACTIVE,472.27
MCH7607,"Vyas, Ramakrishnan And Narayanan",5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,2025-01-02 19:37:48,2925658717,ACTIVE,7039.03
MCH7832,More-Cherian,5311,Department Stores,Sole Proprietorship,Amritsar,Punjab,2024-12-21 00:00:00,,ACTIVE,1748.94
MCH4864,Date Ltd,5411,Grocery Stores,Private Limited,Bengaluru,Karnataka,2023-06-12 01:02:00,XXXX6587,ACTIVE,4042.64
MCH1843,Edwin And Sons,5999,Miscellaneous Retail,Sole Proprietorship,Delhi,Delhi,2024-09-19 00:00:00,,ACTIVE,
MCH2559,"Sastry, Dhar And Kibe",7011,Hotels & Lodging,Partnership,Pune,Maharashtra,2023-05-08 00:00:00,0777710681,ACTIVE,1827.84
MCH5927,"Hayer, Palla And Ganesh",5699,Apparel & Clothing,Private Limited,Lucknow,Uttar Pradesh,2024-06-16 00:00:00,,ACTIVE,3764.09
MCH6105,Upadhyay Plc,7011,Hotels & Lodging,Sole Proprietorship,Kolkata,West Bengal,2024-02-07 00:26:26,,ACTIVE,527.81
MCH8782,Swamy-Khurana,5699,Apparel & Clothing,Sole Proprietorship,Amritsar,Punjab,2025-04-29 00:00:00,,ACTIVE,1314.55
MCH7661,Mutti Group,5912,Pharmacies & Healthcare,Sole Proprietorship,Ludhiana,Punjab,2023-12-19 19:07:43,,ACTIVE,1349.43
MCH1772,Grover Group,5311,Department Stores,Partnership,Kolkata,West Bengal,2023-03-18 13:57:00,0665098924,ACTIVE,1962.32
MCH5793,Hayre And Sons,4131,Transportation,Individual,Amritsar,Punjab,2023-10-23 00:00:00,XXXX4734,ACTIVE,2411.65
MCH8019,Chaudhry-Naidu,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,,,ACTIVE,888.78
MCH6707,Chandra Group,4814,Telecommunication Services,Private Limited,Ldh,Punjab,2024-02-10 21:32:02,,ACTIVE,648.63
MCH4743,Ahluwalia-Bansal,5912,Pharmacies & Healthcare,Private Limited,Ludhiana,Punjab,2023-08-23 00:00:00,KIYE1462195754397,INACTIVE,486.29
MCH6765,Handa Plc,5912,Pharmacies & Healthcare,Individual,Kolkata,West Bengal,2023-10-30 00:00:00,,ACTIVE,2771.02
MCH4867,"Nath, Taneja And Dey",5812,Restaurants & Dining,Partnership,Bengaluru,Karnataka,2024-05-08 00:00:00,7096325090,ACTIVE,726.56
MCH6819,"Arya, Bassi And Kaur",5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2025-11-19 00:00:00,,ACTIVE,2433.05
MCH4282,Pingle Ltd,5311,Department Stores,Sole Proprietorship,Amritsar,Punjab,2023-05-26 08:14:58,,ACTIVE,816.0
MCH5737,"Chaudhary, Raghavan And Brahmbhatt",5912,Pharmacies & Healthcare,Individual,Amritsar,Punjab,2026-02-25 00:00:00,,ACTIVE,1419.52
MCH6519,Mane-Madan,5699,Apparel & Clothing,Partnership,Ludhiana,Punjab,2024-12-25 00:00:00,,ACTIVE,978.4
MCH2902,"Narang, Varghese And Sur",4131,Transportation,Individual,Amritsar,Punjab,2023-11-04 16:20:00,,ACTIVE,1675.0
MCH6692,"Mohan, Ravi And Sinha",7011,Hotels & Lodging,Partnership,Jalandhar,Punjab,2023-05-10 00:00:00,UFCM4399349836488,ACTIVE,641.51
MCH8374,"Kohli, Chakraborty And Wali",5942,Books & Stationery,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-02-16 16:31:03,,ACTIVE,838.62
MCH2217,"Rai, Bala And Shenoy",5411,Grocery Stores,Individual,Mumbay,Maharashtra,2023-08-15 00:00:00,2506258510,ACTIVE,728.77
MCH4739,Karpe-Doshi,5411,Grocery Stores,Individual,Lucknow,Uttar Pradesh,2023-10-20 00:00:00,DQQT0527144866471,ACTIVE,1100.69
MCH1345,Bhat Inc,5311,Department Stores,Private Limited,Hyderabad,Telangana,2025-01-28 00:00:00,XXXX9759,ACTIVE,1702.79
MCH2493,"Tella, Lata And Tripathi",4814,Telecommunication Services,Individual,Jaipur,Rajasthan,2023-10-28 00:00:00,ROFA2679305641354,ACTIVE,4200.08
MCH2471,Das Group,5942,Books & Stationery,Individual,Jalandhar,Punjab,2024-05-30 00:00:00,SVRE3169162150744,ACTIVE,3177.16
MCH8854,Kohli-Aurora,4131,Transportation,Private Limited,Chennai,Tamil Nadu,2023-04-12 00:00:00,XXXX8113,ACTIVE,429.48
MCH5056,Subramaniam Plc,5411,Grocery Stores,Partnership,Bengaluru,Karnataka,,WHRV5412713701234,SUSPENDED,473.92
MCH3259,Deep And Sons,5912,Pharmacies & Healthcare,Partnership,Delhi,Delhi,,7747336061,ACTIVE,308.57
MCH8225,Bedi-Date,5999,Miscellaneous Retail,Private Limited,Poona,Maharashtra,2024-02-28 00:00:00,6820537783,ACTIVE,2289.3
MCH2118,Jani-Subramaniam,5942,Books & Stationery,Partnership,Ludhiana,Punjab,2024-05-30 00:00:00,TOPO3167206929855,ACTIVE,1546.09
MCH6738,"Jain, Kothari And Subramanian",4814,Telecommunication Services,Individual,Delhi,Delhi,2025-12-06 23:26:23,MCPW5267667383117,INACTIVE,1846.61
MCH7699,Chakraborty Llc,7011,Hotels & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2023-01-29 00:00:00,,ACTIVE,145.86
MCH8299,Garde Plc,5812,Restaurants & Dining,Partnership,Jaipur,Rajasthan,2023-01-06 00:00:00,,ACTIVE,1496.13
MCH8401,Pandey Plc,7011,Hotels & Lodging,Partnership,Chennai,Tamil Nadu,2025-09-09 00:00:00,0328253862,INACTIVE,625.0
MCH4102,Pandya-Kapoor,5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,2025-03-06 00:00:00,SZIE5520167745590,ACTIVE,1618.63
MCH8730,"Bhasin, Mall And Sarraf",5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,2025-02-13 00:00:00,XXXX3406,ACTIVE,937.7
MCH3353,Bhardwaj And Sons,5912,Pharmacies & Healthcare,Partnership,Bengaluru,Karnataka,2023-02-23 13:02:00,,SUSPENDED,4012.28
MCH8755,Guha-Dara,5999,Miscellaneous Retail,Sole Proprietorship,Amritsar,Punjab,2023-08-07 00:00:00,,ACTIVE,3411.15
MCH2655,"Brahmbhatt, Desai And Sangha",4814,Telecommunication Services,Sole Proprietorship,Amritsar,Punjab,2026-01-04 00:00:00,4532869649,ACTIVE,3102.0
MCH5127,Sankar Group,7011,Hotels & Lodging,Partnership,Delhi,Delhi,2024-06-09 00:00:00,3303273399,ACTIVE,2034.47
MCH2676,Desai Ltd,4814,Telecommunication Services,Private Limited,Ludhiana,Punjab,2025-10-05 00:00:00,,ACTIVE,399.5
MCH9304,Char Ltd,4814,Telecommunication Services,Individual,Bengaluru,Karnataka,2024-05-01 00:00:00,,ACTIVE,531.14
MCH9888,"Majumdar, Sama And Narayanan",4814,Telecommunication Services,Sole Proprietorship,Kolkata,West Bengal,2025-08-13 00:00:00,XXXX3073,INACTIVE,444.72
MCH8051,"Saxena, Kamdar And Kannan",5942,Books & Stationery,Partnership,Delhi,Delhi,2024-10-17 00:00:00,,ACTIVE,598.72
MCH6016,Batta-Roy,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-02-07 00:00:00,,ACTIVE,3694.66
MCH5231,Varghese-Rattan,5411,Grocery Stores,Partnership,Delhi,Delhi,2026-05-02 00:00:00,,ACTIVE,692.04
MCH8453,Manne Llc,5699,Apparel & Clothing,Private Limited,Amritsar,Punjab,,,ACTIVE,397.0
MCH3674,Wason And Sons,5812,Restaurants & Dining,Individual,Delhi,Delhi,2025-07-19 21:11:25,6823891084,ACTIVE,582.77
MCH3662,Dalal-Arora,4814,Telecommunication Services,Sole Proprietorship,Kolkata,West Bengal,2024-09-01 00:00:00,,ACTIVE,4799.31
MCH7021,"Dewan, Banerjee And Purohit",7011,Hotels & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2024-07-01 00:00:00,XXXX8572,ACTIVE,969.81
MCH7490,Datta Ltd,5912,Pharmacies & Healthcare,Sole Proprietorship,Kolkata,West Bengal,2023-11-12 16:38:03,,ACTIVE,1590.69
MCH7430,Pingle-Lata,5311,Department Stores,Individual,Lucknow,Uttar Pradesh,2024-09-07 13:29:37,XXXX3604,ACTIVE,2426.91
MCH4477,Edwin Group,5912,Pharmacies & Healthcare,Partnership,Poona,Maharashtra,2025-12-19 00:00:00,,ACTIVE,1145.96
MCH8724,"Ganesh, Sarin And Gera",5411,Grocery Stores,Partnership,Delhi,Delhi,2024-11-20 00:00:00,8119568584,ACTIVE,639.73
MCH1420,"Nath, Setty And Pai",7011,Hotels & Lodging,Partnership,Kolkata,West Bengal,2023-08-04 00:00:00,,INACTIVE,1986.0
MCH3070,"Patel, Sandal And Sinha",4814,Telecommunication Services,Individual,Hyderabad,Telangana,2025-09-18 00:00:00,XXXX6846,ACTIVE,1706.27
MCH3776,"Kapadia, Sathe And Shenoy",5311,Department Stores,Partnership,Delhi,Delhi,,2896927884,ACTIVE,1854.99
MCH4233,Parmar And Sons,5912,Pharmacies & Healthcare,Sole Proprietorship,Bengaluru,Karnataka,2024-07-30 22:30:00,4132683121,INACTIVE,3068.07
MCH3523,"Khare, Radhakrishnan And Gala",5812,Restaurants & Dining,Individual,Jaipur,Rajasthan,2025-12-04 00:00:00,,ACTIVE,577.79
MCH5712,Goda-Kashyap,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-01-12 00:00:00,ILKC7960163227117,ACTIVE,
MCH6061,Nazareth Plc,4131,Transportation,Sole Proprietorship,Poona,Maharashtra,2025-02-02 12:44:57,,SUSPENDED,1189.87
MCH8197,Virk-Venkataraman,5912,Pharmacies & Healthcare,Sole Proprietorship,Kolkata,West Bengal,2024-01-03 00:00:00,,ACTIVE,964.03
MCH3085,"Sarkar, Memon And Mand",4131,Transportation,Individual,Poona,Maharashtra,2025-07-16 00:00:00,,ACTIVE,1826.45
MCH8756,Warrior Inc,5699,Apparel & Clothing,Private Limited,Jalandhar,Punjab,2023-10-04 00:00:00,9910438985,ACTIVE,1476.03
MCH1863,Sachar-Gokhale,5942,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-03-24 16:08:37,XXXX8775,ACTIVE,760.42
MCH9494,"Wable, Warrior And Parmer",4814,Telecommunication Services,Individual,Pune,Maharashtra,2024-05-27 00:00:00,,ACTIVE,455.01
MCH1836,"Nazareth, Bahl And Manda",5411,Grocery Stores,Private Limited,Hyderabad,Telangana,2023-11-15 00:00:00,IUQT6934618863943,ACTIVE,
MCH9918,"Jha, Kumer And Srivastava",5699,Apparel & Clothing,Sole Proprietorship,Bengaluru,Karnataka,2024-01-16 02:34:09,UOAA2292690080709,INACTIVE,902.09
MCH7336,Krishnan And Sons,5812,Restaurants & Dining,Partnership,Jalandhar,Punjab,2024-09-03 00:09:50,2456383296,ACTIVE,1122.92
MCH9307,"Bajwa, Dhawan And Guha",5812,Restaurants & Dining,Sole Proprietorship,Jalandhar,Punjab,2024-03-07 00:00:00,,ACTIVE,468.19
MCH8233,Patel Ltd,5411,Grocery Stores,Partnership,Jalandhar,Punjab,2024-12-28 17:57:00,,ACTIVE,1942.94
MCH6671,Chandran-Dada,5699,Apparel & Clothing,Partnership,Amritsar,Punjab,2023-12-04 00:00:00,6648722960,ACTIVE,2579.5
MCH2769,Sehgal Plc,4814,Telecommunication Services,Private Limited,Amritsar,Punjab,2023-09-19 00:00:00,3613137952,ACTIVE,131.0
MCH3618,"Narang, Atwal And Merchant",5912,Pharmacies & Healthcare,Sole Proprietorship,Mumbai,Maharashtra,2023-07-25 00:00:00,LZII0053942814377,ACTIVE,1728.22
MCH9149,Bandi Inc,5999,Miscellaneous Retail,Partnership,Jaipur,Rajasthan,2025-03-15 00:00:00,,ACTIVE,2169.18
MCH2165,Venkataraman-Seshadri,5912,Pharmacies & Healthcare,Sole Proprietorship,Pune,Maharashtra,2024-06-26 00:00:00,,ACTIVE,137.68
MCH1832,Mistry-Chaudhary,5999,Miscellaneous Retail,Individual,Hyderabad,Telangana,2024-12-11 00:06:45,,INACTIVE,448.33
MCH1640,Trivedi-Agrawal,5411,Grocery Stores,Private Limited,Jalandhar,Punjab,2025-01-25 11:29:34,WQQD1666405545072,ACTIVE,2316.65
MCH7314,Mahajan-B0Rde,5999,Miscellaneous Retail,Partnership,Lucknow,Uttar Pradesh,2023-01-05 09:53:50,3772469001,ACTIVE,1003.0
MCH4688,Hora Plc,5912,Pharmacies & Healthcare,Individual,Ludhiana,Punjab,2024-05-18 00:00:00,XXXX6054,SUSPENDED,1146.0
MCH8612,Kurian-Goda,5812,Restaurants & Dining,Sole Proprietorship,Mumbai,Maharashtra,2023-07-18 06:11:37,XXXX5561,ACTIVE,1133.93
MCH7400,Chaudhari Ltd,5999,Miscellaneous Retail,Individual,Delhi,Delhi,2025-01-07 00:00:00,,SUSPENDED,1040.56
MCH4118,Upadhyay Llc,4131,Transportation,Private Limited,Kolkata,West Bengal,2024-03-16 00:00:00,,ACTIVE,
MCH1197,"Gaba, Wadhwa And Sahni",5411,Grocery Stores,Private Limited,Mumbai,Maharashtra,2024-01-08 00:00:00,8143796682,ACTIVE,488.96
MCH1718,Wason-Vaidya,5311,Department Stores,Private Limited,Jalandhar,Punjab,2025-04-04 17:19:00,,ACTIVE,705.66
MCH9800,Dasgupta-Sathe,7011,Hotels & Lodging,Partnership,Ludhiana,Punjab,2024-06-13 13:22:14,4290574632,ACTIVE,
MCH2198,"Arya, Dalal And Keer",5812,Restaurants & Dining,Private Limited,Jaipur,Rajasthan,2023-09-08 16:05:16,,ACTIVE,2776.31
MCH3395,"Boase, Dutt And Sami",5912,Pharmacies & Healthcare,Partnership,Jaipur,Rajasthan,2024-07-22 00:00:00,,INACTIVE,619.0
MCH3547,Ramanathan-Dada,5812,Restaurants & Dining,Private Limited,Delhi,Delhi,2025-02-03 00:00:00,,ACTIVE,5262.6
MCH7837,Wali Group,5999,Miscellaneous Retail,Individual,Kolkata,West Bengal,2023-06-03 00:00:00,,ACTIVE,803.03
MCH3890,Tata-Bal,5912,Pharmacies & Healthcare,Individual,Poona,Maharashtra,2026-02-22 00:00:00,,ACTIVE,668.0
MCH7218,Varghese-Arya,7011,Hotels & Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-12-25 00:00:00,VAFX9362941506530,ACTIVE,2725.82
MCH2943,Kh0S1A Llc,5812,Restaurants & Dining,Private Limited,Mumbay,Maharashtra,2024-03-29 00:00:00,XXXX8006,ACTIVE,2741.64
MCH2083,Patla-Basak,5912,Pharmacies & Healthcare,Individual,Kolkata,West Bengal,2024-08-10 01:26:00,,SUSPENDED,556.93
MCH3361,Sabharwal-Shah,4131,Transportation,Partnership,Jalandhar,Punjab,2024-01-06 00:00:00,KQNB2621280715561,INACTIVE,887.23
MCH1195,Cherian-Rana,4131,Transportation,Sole Proprietorship,Jalandhar,Punjab,2025-09-09 00:00:00,,ACTIVE,364.17
MCH6131,"Dhar, Dada And Bakshi",5699,Apparel & Clothing,Partnership,Bengaluru,Karnataka,2024-03-10 19:58:24,4600930161,ACTIVE,1921.0
MCH9996,Kala-Nadkarni,5699,Apparel & Clothing,Private Limited,Delhi,Delhi,2023-03-01 00:00:00,XXXX7769,ACTIVE,628.11
MCH1164,Goda Plc,4131,Transportation,Partnership,Ludhiana,Punjab,2025-10-27 00:00:00,,ACTIVE,953.0
MCH2384,"Atwal, Sawhney And Magar",5999,Miscellaneous Retail,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-01-20 23:37:00,,ACTIVE,638.0
MCH5186,"Iyer, Sarma And Issac",5311,Department Stores,Private Limited,Jaipur,Rajasthan,2023-03-27 20:46:00,WHOY9873117052427,INACTIVE,830.18
MCH1956,Sodhi Plc,5912,Pharmacies & Healthcare,Individual,Amritsar,Punjab,2025-09-28 15:41:51,TLKU2109519549509,INACTIVE,1459.74
MCH8136,Bora Inc,7011,Hotels & Lodging,Sole Proprietorship,Amritsar,Punjab,2025-10-27 00:00:00,XXXX8920,INACTIVE,635.0
MCH5366,Bali Ltd,5311,Department Stores,Private Limited,Lucknow,Uttar Pradesh,2024-02-25 00:00:00,XXXX6307,INACTIVE,1551.58
MCH2870,"Loyal, Buch And Ghose",5812,Restaurants & Dining,Sole Proprietorship,Delhi,Delhi,2025-05-27 02:11:43,,ACTIVE,2213.61
MCH5443,Loyal-Narasimhan,7011,Hotels & Lodging,Individual,Kolkata,West Bengal,2023-09-12 04:07:04,VCRF1570737200411,ACTIVE,1593.65
MCH1929,"Bahri,Daraandsaran",5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2025-12-26 09:06:43,XXXX4676,ACTIVE,2563.73
MCH7620,"Vaidya, Deshmukh And Cherian",5942,Books & Stationery,Individual,Pune,Maharashtra,2024-10-20 02:51:25,SIIG8824885521026,ON_HOLD,1771.87
MCH7851,"Warrior, Hora And Dayal",4814,Telecommunication Services,Individual,Jalandhar,Punjab,2024-07-02 00:00:00,6337984791,ACTIVE,
MCH8407,Dey Group,4131,Transportation,Individual,Lucknow,Uttar Pradesh,2024-07-10 00:00:00,,ACTIVE,2726.27
MCH4104,Sawhney-Suri,4814,Telecommunication Services,Individual,Hyderabad,Telangana,2023-12-15 00:00:00,8776394591,INACTIVE,295.0
MCH3907,"Andra, Chakrabarti And Khalsa",5311,Department Stores,Sole Proprietorship,Mumbai,Maharashtra,,OAMS4252276899430,ACTIVE,1320.29
MCH5549,Bahri Ltd,5812,Restaurants & Dining,Partnership,Chennai,Tamil Nadu,2023-10-06 00:00:00,XXXX0036,ACTIVE,1045.04
MCH5092,Dubey-Gade,4814,Telecommunication Services,Partnership,Kolkata,West Bengal,2023-07-01 00:00:00,,ACTIVE,730.73
MCH9492,Sahni-Ravel,5311,Department Stores,Individual,Lucknow,Uttar Pradesh,2024-03-01 00:00:00,1939900223,ACTIVE,3080.63
MCH4630,Modi And Sons,5699,Apparel & Clothing,Sole Proprietorship,Jalandhar,Punjab,2023-03-01 00:00:00,,ACTIVE,333.91
MCH4481,Nagi Inc,5699,Apparel & Clothing,Partnership,Poona,Maharashtra,2023-11-28 12:44:00,,ACTIVE,2759.79
MCH6783,"Deep, Pall And Suri",5912,Pharmacies & Healthcare,Individual,Lucknow,Uttar Pradesh,2025-11-28 13:45:00,,ACTIVE,1131.0
MCH7896,Samra Llc,7011,Hotels & Lodging,Private Limited,Kolkata,West Bengal,2023-10-16 00:00:00,SGTY6881761008390,ON_HOLD,2276.65
MCH8600,"Kalita, Bains And Gandhi",5812,Restaurants & Dining,Sole Proprietorship,Delhi,Delhi,2024-07-06 00:00:00,RRYJ6587686551997,ACTIVE,855.0
MCH9207,"Jani, Mittal And Narasimhan",5411,Grocery Stores,Partnership,Bengaluru,Karnataka,2025-01-15 11:22:00,XJLY4559421802745,INACTIVE,1049.45
MCH8725,Gala Group,7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2024-08-14 22:49:00,PIMP1040686768002,ACTIVE,7512.0
MCH2623,"Oak, Nadig And Doshi",5411,Grocery Stores,Sole Proprietorship,Jalandhar,Punjab,2025-03-18 11:32:41,SGLM9352062021997,ACTIVE,1380.47
MCH3280,"Vohra, Bora And Vasa",5411,Grocery Stores,Private Limited,Pune,Maharashtra,2023-10-16 16:01:00,,SUSPENDED,412.76
